review,normalized_review
"I'm sorry, I just couldn't stay awake reading this thing. It was confusing, boring, and annoying. I had high hopes when picking it up: I like historical fiction, I like reading about science and scientists, and I've generally found Irish writers (at least those available in the US) to be to my liking.Skip this one.",im sorry couldnt stay awake reading thing confusing boring annoying high hopes picking like historical fiction like reading science scientists ive generally found irish writers least available us likingskip one
"When I ordered the Encyclopedia, I resigned myself to slugging through mountains of information and end up ""What did that say again?""Well, I am pleased to say that there was the mountain of information and more often than not I knew what it was saying. The definitions in were to the point, crisp and relevant to the times. Rev. P. Stravinskas had the insight to include information an ordinary Catholic needed at 7PM Sunday in a mad rush to complete an assignment.Where the encyclopedia lost me were in some definitions that were necessarily lengthy. Obviously, some white space could have saved me time in re-reading the whole passage. But, with the value of the information included, I believe the Encyclopedia is an excellent resource for those of us who are not scholars in the catechism of the Catholic Church.",ordered encyclopedia resigned slugging mountains information end say againwell pleased say mountain information often knew saying definitions point crisp relevant times rev p stravinskas insight include information ordinary catholic needed pm sunday mad rush complete assignmentwhere encyclopedia lost definitions necessarily lengthy obviously white space could saved time rereading whole passage value information included believe encyclopedia excellent resource us scholars catechism catholic church
I am not for or against drinking but the author of this book comes across as a drunk that is against prohibition. Aside from repeatedly stating that it stripped our rights to drink it really didn't say anything. Glad it was free,drinking author book comes across drunk prohibition aside repeatedly stating stripped rights drink really didnt say anything glad free
"Does he play Beethoven at all? If you like Beethoven piano concerto, please listen to Backhaus, Schnabel, Fischer or Perahia!",play beethoven like beethoven piano concerto please listen backhaus schnabel fischer perahia
"E. Lynn Harris never disappoints and he steps up to the plate once again. I loved the story by Jerome Dickey...the characters Kenya and Amir were such a great pair. The Cafe Piel was good...the ending was a bit unrealistic, but the storyline was good. The short story by Channing was awful...I could not finish reading it...I did not know where he was going with the story...this story is why I rate the book a 4 and not a five.",e lynn harris never disappoints steps plate loved story jerome dickeythe characters kenya amir great pair cafe piel goodthe ending bit unrealistic storyline good short story channing awfuli could finish reading iti know going storythis story rate book five
"I cannot believe that people would give this film 5 stars. I forced myself to watch the entire film just because I could not believe that someone would actually recommend this film. Yea it has an interesting twist, but it gets real painful after a while. If you love it, god bless...",cannot believe people would give film stars forced watch entire film could believe someone would actually recommend film yea interesting twist gets real painful love god bless
This book is not nearly as good as what I thought it would be. Stopped reading it after the 2nd chapter. Going to donate it or sell it at my garage sale.,book nearly good thought would stopped reading nd chapter going donate sell garage sale
"Like so many others, it just up and stopped working (tonight) after 7 months.Prior to tonight it had been absolutely great, although the lack of an off switch is kind of lame. I saw a Wolfgang Puck panini press on TV that looked cool. Stood on its side when not in use and had an on/off button.",like many others stopped working tonight monthsprior tonight absolutely great although lack switch kind lame saw wolfgang puck panini press tv looked cool stood side use onoff button
"We are very happy with the headphones. We can have people who are hearing impaired hear the TV, and computer without blasting out the other people in the room! Yea! Worth the price and value!",happy headphones people hearing impaired hear tv computer without blasting people room yea worth price value
"For Bette Midler fans, this project is just like any other Midler project. So they would enjoy it just the same.But for Rosemary Clooney fans like me, its a complete dissappointment. Choosing the Rosemary Clooney Songbook for this album is totally wrong, since the late Miss Clooney was the queen of songbooks herself...",bette midler fans project like midler project would enjoy samebut rosemary clooney fans like complete dissappointment choosing rosemary clooney songbook album totally wrong since late miss clooney queen songbooks
My machine wouldnt recognize the card. Total waste of my money. I have the new slim PSTwo machine... I DO NOT recommend this to anyone. Do yourself a favor and just buy the regular memory cards.,machine wouldnt recognize card total waste money new slim pstwo machine recommend anyone favor buy regular memory cards
"I actually really like this book, but I think you do need the extra guidance of a professor when using it. It's very easy to look up the pharmaceuticals and all related info, and I was actually able to use it easily when taking the open book section (looking up the pharms) of a pharmacotherapeutics test. I would definitely recommend this book.",actually really like book think need extra guidance professor using easy look pharmaceuticals related info actually able use easily taking open book section looking pharms pharmacotherapeutics test would definitely recommend book
I was excited to order this for my 10 month old grand son. When I received it I was a bit disappointed. Although the toy seems nice and I am sure that he will love it but it is supposed to be a Christmas gift. It did not come in its own box. The shipping box is not in the best shape. I have to go find a box to wrap it in. How come in does not have a box of its own. I do not want them to think that I bought a used one!! I have no idea what to do!!!,excited order month old grand son received bit disappointed although toy seems nice sure love supposed christmas gift come box shipping box best shape go find box wrap come box want think bought used one idea
"...to even think of blaming libraries. Maybe if high powered political figures on library boards across America didn't feel the need to make their served institutions ""All Things to All People"" and got back to core values, and if the American public could turn off American Idol and reality TV long enough to end the Reign of the Retard, there would be the support for libraries needed to house all the items ever published anywhere, and every Podunktown can have it's own Library of Congress. Guess you've truly made it when you've sold enough books you can bite a hand that feeds you, Mr. Baker.However that does not detract from the quality of his writing, stellar as usual.",even think blaming libraries maybe high powered political figures library boards across america didnt feel need make served institutions things people got back core values american public could turn american idol reality tv long enough end reign retard would support libraries needed house items ever published anywhere every podunktown library congress guess youve truly made youve sold enough books bite hand feeds mr bakerhowever detract quality writing stellar usual
"If you are familiar with the characters Harry Bosch and Terry McCaleb, there is really no mystery here. But, as they say, it's not the destination that is important, but the journey itself. Connelly's writing is fast paced and streamlined. We are not given large doses of non-essential information just to prolong the story, as happens with quite a few other authors these days. We learn a little more about Harry but he remains a mystery, and that is the hook. A journey well worth the effort.",familiar characters harry bosch terry mccaleb really mystery say destination important journey connellys writing fast paced streamlined given large doses nonessential information prolong story happens quite authors days learn little harry remains mystery hook journey well worth effort
"I couldn't wait to see how it ended. (To me, it was more a book where I wanted to know how it ended, rather than just drinking in the current part of the story - it really pulled me along). Once it did, I'm sorry that it's over. It's in my head now - I keep thinking I can go pick up my book and read, then I remember I finished it, and my heart sinks a little each time.",couldnt wait see ended book wanted know ended rather drinking current part story really pulled along im sorry head keep thinking go pick book read remember finished heart sinks little time
"While Patton had flaws, and they are clearly presented in this excellently-written biography, I found his story full of high interest and one could not help but feel glad that Patton was present when he was on the battlefields where he served. This is an excellent work, well matching the other D'Este works I have read: Decision in Normandy (read 5 July 1992) and Fatal Decision (read 29 June 2003). Patton did heroic things but there is no need to admire his flaws--and that includes his belief that crude and foul language somehow made him a better man and general, and that he thought he knew more about mental damage than doctors. But this is a great and enjoyable book to read and I revelled in it.",patton flaws clearly presented excellentlywritten biography found story full high interest one could help feel glad patton present battlefields served excellent work well matching deste works read decision normandy read july fatal decision read june patton heroic things need admire flawsand includes belief crude foul language somehow made better man general thought knew mental damage doctors great enjoyable book read revelled
"What else can I say - I've never gotten the DVD I ordered, The Wings of Eagles.Joyce",else say ive never gotten dvd ordered wings eaglesjoyce
"After reading this book for my October bookclub meeting, I was hard pressed to find out what all the hype about this book was about. While there were aspects of the book that were thought provoking, I failed to see the merit this book supposedly has. I also found myself wondering why his conversation was worth publishing. I found it interesting that on many occasions when the book got boring, which it often did, I could jump around and not lose a beat....that's not saying much. In the end, I just did not like the book very much, again, aspects of it were thought provoking, but all in all I'd not highly reccomend this book. The Road Less Traveled was better.",reading book october bookclub meeting hard pressed find hype book aspects book thought provoking failed see merit book supposedly also found wondering conversation worth publishing found interesting many occasions book got boring often could jump around lose beatthats saying much end like book much aspects thought provoking id highly reccomend book road less traveled better
"Do not go on the website suggested by Hooked on Gadgets, it is a spam sending and fishing/phishing site that will try to steal your identity and send you LOADS of junk mail.",go website suggested hooked gadgets spam sending fishingphishing site try steal identity send loads junk mail
"that all i have to say... this is film dont worth more of my attention, I hate it! I would like it if i thought killing is verry fun, but if you americans love this kind of films enjoy yourself, this is not the kind of cinema that I want...",say film dont worth attention hate would like thought killing verry fun americans love kind films enjoy kind cinema want
"Bought these for my two adult chins. The male is tiny, but he was somewhat cramped in it and only used this until I added a fleece house - now he only uses this for a platform. It's also not heavy or stable enough for them to use as a platform - on shavings it will tip slightly and startle them when they jump on it. Additionally, they jump on it with enough force that the top comes off daily, so eventually I had to nail it down so they wouldn't fall on it awkwardly.The female is much longer than the male, and she looked really uncomfortable in this whenever she had to turn around in it. She too abandoned it, and I didn't even give her an alternate nest box.I know the price is attractive, but now I have two houses that I'm going to pull out and replace with more substantial, large boxes. I definitely don't recommend this house type at all.",bought two adult chins male tiny somewhat cramped used added fleece house uses platform also heavy stable enough use platform shavings tip slightly startle jump additionally jump enough force top comes daily eventually nail wouldnt fall awkwardlythe female much longer male looked really uncomfortable whenever turn around abandoned didnt even give alternate nest boxi know price attractive two houses im going pull replace substantial large boxes definitely dont recommend house type
"I really liked the form factor and features of this unit, and was excited to have my first truly wireless mouse for my recent 12"" Powerbook purchase. Unfortunately, I found the response time lagging slightly and cursor tracking not as smooth or as fast as my Macally iOpti Jr. mouse, so (ultimately) it proved unsatisfactory. I also found problems with having to continually go back into the Bluetooth Pref in order to wake the mouse after the computer went to sleep and was re-activated, but did not pursue a fix since the performance was sub-par anyhow. I have returned this, and will try someone else's Bluetooth mouse until I find one the responds as well as a USB mouse (or give up entirely).",really liked form factor features unit excited first truly wireless mouse recent powerbook purchase unfortunately found response time lagging slightly cursor tracking smooth fast macally iopti jr mouse ultimately proved unsatisfactory also found problems continually go back bluetooth pref order wake mouse computer went sleep reactivated pursue fix since performance subpar anyhow returned try someone elses bluetooth mouse find one responds well usb mouse give entirely
"I bought this RCT3 soaked because my son loves RCT3 so much. As soon as I installed it, it crashed both the Soaked and the original RCT3. Neither would work again. I was getting 'bad version 4 ' error and asking me to install a disk I already had installed . There is NO customer support for Atari games! No one answers their phone and no one responds to my e-mails. It is trash.",bought rct soaked son loves rct much soon installed crashed soaked original rct neither would work getting bad version error asking install disk already installed customer support atari games one answers phone one responds emails trash
"The switch fit perfectly and works great, but it sure would be nice if they would write better installation instructions.",switch fit perfectly works great sure would nice would write better installation instructions
"Bought this from Amazon in March 2006. It worked for a few days then died. To make a long story short it took Panasonic 3 months to resolve the situation. They finally ended up buying the TV back. Usually I have had good luck ordering electronics through Amazon, but remember you can't send big TV's back to Amazon even if it breaks a few days after buying (this policy was disclosed when I purchased the TV so I am not complaining about this, only Panasonics Service). I took the refund and bought an LCD TV direct from a prominent computer maker. They have an advance exchange service policy which is a better option for this kind of purchase.",bought amazon march worked days died make long story short took panasonic months resolve situation finally ended buying tv back usually good luck ordering electronics amazon remember cant send big tvs back amazon even breaks days buying policy disclosed purchased tv complaining panasonics service took refund bought lcd tv direct prominent computer maker advance exchange service policy better option kind purchase
"Evelyn's latest release and contribution to the ""...Late Night"" compilation is quickly making it up to my 'Best of' list for this series.My only question is why the dialogue at the end? I never have cared to listen to it.",evelyns latest release contribution late night compilation quickly making best list seriesmy question dialogue end never cared listen
it is so nice to have filtered hot and cold water - i use it every day - the filter was so heavy when I removed the old one to put the new one on.,nice filtered hot cold water use every day filter heavy removed old one put new one
I love this set. I have used the small one to crush pills I have also used the large one to make small amounts of mayo with garlic or shallots for a recipe. I also crush dry bread crumbs for a single piece of fish and herbs. This set is good for those small to slightly larger tasks. I find I am reaching for these more often than my larger one.,love set used small one crush pills also used large one make small amounts mayo garlic shallots recipe also crush dry bread crumbs single piece fish herbs set good small slightly larger tasks find reaching often larger one
"This movie arrived quick. Which is always a good thing. I hate when it takes forever for a movie or purchase to get to my mail box. When I bought it used I was afraid that it would come with scratches and would skip certain scenes, so I would have appreciated it if I had known if it was going to have several scratches. Other than that it has been a very good purchase and I am pleased with the product.",movie arrived quick always good thing hate takes forever movie purchase get mail box bought used afraid would come scratches would skip certain scenes would appreciated known going several scratches good purchase pleased product
"If you own these bottles please pay close attention to the little vent holes/slits in the bottom disc. I was just washing my bottles and was horrified to realize that there was a black mold like substance in the slits. I wash them better than they recommend, I hand wash and boil all the pieces. So why is there mold forming in the slits? I'm getting rid of all these germ infested bottles and going to buy a better designed bottle. Oh...they don't prevent air bubbles any better than any other brand. Just don't waste your money on them.",bottles please pay close attention little vent holesslits bottom disc washing bottles horrified realize black mold like substance slits wash better recommend hand wash boil pieces mold forming slits im getting rid germ infested bottles going buy better designed bottle ohthey dont prevent air bubbles better brand dont waste money
"This product was frustrating to try to use, the software didn't work, and tech support was very unhelpful, and expensive, considering you waited on hold on a non-toll-free number. I returned it and went with the ATI Radeon All-in-Wonder 7500, which I love.",product frustrating try use software didnt work tech support unhelpful expensive considering waited hold nontollfree number returned went ati radeon allinwonder love
I have read every single book by Karyn Monk and I have loved all of them except this one. I didn't even finish the book it was so bad. The heroine was annoying and condescending towards the hero and the hero eas just a washed-up has been. The characters just did not work for me. What happened to the magic she so aptly displayed in all of her other books? Well I guess every author writes at least one unsatisfactory book or two.,read every single book karyn monk loved except one didnt even finish book bad heroine annoying condescending towards hero hero eas washedup characters work happened magic aptly displayed books well guess every author writes least one unsatisfactory book two
"Although the story is about famous Z-writer/director Edward D. Wood Jr. and his many mishaps while trying to become a well-received mainstream filmmaker, the heart of the story is the touching friendship between Ed and Bela Lugosi.Excellently acted, written, directed, photographed, and scored, Tim Burton's ED WOOD is certainly the auteur's best, personal works next to VINCENT and EDWARD SCISSORHANDS: all the stories of misunderstood outsiders.Martin Landau's Oscar-Winning, scene stealing Bela Lugosi is not to be missed:PULL THE STRING! PULL THE STRING!",although story famous zwriterdirector edward wood jr many mishaps trying become wellreceived mainstream filmmaker heart story touching friendship ed bela lugosiexcellently acted written directed photographed scored tim burtons ed wood certainly auteurs best personal works next vincent edward scissorhands stories misunderstood outsidersmartin landaus oscarwinning scene stealing bela lugosi missedpull string pull string
"I read this book shortly after it came out 14 years ago, and it's stuck with me all these years. I won't say its the greatest book I've ever read - there were definately some slow points and characters that seemed to be a bit TOO odd or maybe even unnecessary - but it is definately a VERY GOOD book, one I would recommend to anyone looking for some nice escapist fiction that can get you thinking in unusual ways. It offers some very nice twists and turns and was quite and enjoyable ride. It's not every book I remember 14 years after first reading it.",read book shortly came years ago stuck years wont say greatest book ive ever read definately slow points characters seemed bit odd maybe even unnecessary definately good book one would recommend anyone looking nice escapist fiction get thinking unusual ways offers nice twists turns quite enjoyable ride every book remember years first reading
"I wore these for one day only. The rubber chafed against my ankles until my skin was rubbed off. So, don't wear these without socks. In addition, they just weren't very comfortable at all. It felt like I had a bunch of hard rubber nipples pressed against my foot (and that's pretty much what it was). I guess if you want shoes that you can spray off with the garden hose, then these will work for you. But, if you want something more comfy, try Teva, or Keen.",wore one day rubber chafed ankles skin rubbed dont wear without socks addition werent comfortable felt like bunch hard rubber nipples pressed foot thats pretty much guess want shoes spray garden hose work want something comfy try teva keen
"I truly enjoyed this book, but their second book is better. While I agree that I would like Emily to be a little more ""forceful"" in the book, I believe it truly depicts some of the struggles a young, Christian woman would have in NYC. I found it funny and inspiring. I would recommend it as a gift for any young, Christian woman who is going off to college or life after college. Asks some good questions, that are not always easy to answer!",truly enjoyed book second book better agree would like emily little forceful book believe truly depicts struggles young christian woman would nyc found funny inspiring would recommend gift young christian woman going college life college asks good questions always easy answer
"The protagonist of this book mentions a Latin quote: ""No old man forgets where he has hidden his treasure"" Well....in this case it seems that Marquez has forgotten exactly that: the place where he has hidden his superb skills as a narrator of fascinating, magic realistic stories.The novel is a shallow, disappointing story about a 90 years old bachelor and his love for a teenage virgin he likes to watch while she sleeps. The magic atmosphere of the small South American city which is Marquez forte in other novels feels like a strained recycled background to an unsatisfying story.Is it possible that like Salvador Dali at old age allowing young painters to imitate his style, this book was written by a ghost writer while the old master nods his head slowly in the heat of an afternoon siesta in Macombo ?",protagonist book mentions latin quote old man forgets hidden treasure wellin case seems marquez forgotten exactly place hidden superb skills narrator fascinating magic realistic storiesthe novel shallow disappointing story years old bachelor love teenage virgin likes watch sleeps magic atmosphere small south american city marquez forte novels feels like strained recycled background unsatisfying storyis possible like salvador dali old age allowing young painters imitate style book written ghost writer old master nods head slowly heat afternoon siesta macombo
"The autor writes too much about the research subjects. She should place more attention on the conclusion and elaborate more about it with her personal experience. Certainly, her own experience also counts.The book is like a research paper, a thesis. It is not easy to read.",autor writes much research subjects place attention conclusion elaborate personal experience certainly experience also countsthe book like research paper thesis easy read
ever wanted your intelligence assumed to be zero? ever wanted to read a bill ayers book? have nothing better to do than support a fraud? this is your book.,ever wanted intelligence assumed zero ever wanted read bill ayers book nothing better support fraud book
"Amazon replaced it with a second unit after the first one had issues with the ""Wake To"" button. I could not choose between iPod, Radio or Buzzer to wake up to. The second unit arrived and it worked fine for a few days and then the ""Wake To"" button stopped working again. Too bad, because the rest of the functions are OK and its sound is very nice. I ordered a full refund. What I can't complain about is Amazon's service, they are the best, they deserve 10 stars!",amazon replaced second unit first one issues wake button could choose ipod radio buzzer wake second unit arrived worked fine days wake button stopped working bad rest functions ok sound nice ordered full refund cant complain amazons service best deserve stars
"Right-wing commentators are being asked during the month of April to go five minutes or more without mentioning Bill Clinton in their ""Clinton Free Month"". Said one NAB fficial, ""Clinton left office three years ago, yet pundits like Hannity, Limbaugh, and Coulter can't go more than five minutes without mentioning his name. It seems a sort of psychological malady. We are doing this for them, to try to ween them off their weird Clinton obsession in the hopes the national dialogue improves a little.""",rightwing commentators asked month april go five minutes without mentioning bill clinton clinton free month said one nab fficial clinton left office three years ago yet pundits like hannity limbaugh coulter cant go five minutes without mentioning name seems sort psychological malady try ween weird clinton obsession hopes national dialogue improves little
"As described, fast but quiet, the electric motor keeps up to long hours of fun. I recommend this bike.",described fast quiet electric motor keeps long hours fun recommend bike
"Irony, agony, and love are the major elements in Peter Hargitai's novel, Atilla: A Barbarian's Love Story. Atilla's struggle to free himself from the shackles of the past customs is an emotional rollercoaster.His post-modern fiction would be appreciated by generations who find themselves agonized by people's rejections of the joining of multicultural societies. Some may criticize the novel for the ordinary love story, however, it's what makes it worthy to read. Peter Hargitai was anything but close-minded about the current ""melting pot"" in America, and this is what the world needs. Even if the beginning may not be in sync with the rest of the book, it's a nice sense of Hungarian history. Despite some technical errors, the overall jist of the novel is enjoyable.",irony agony love major elements peter hargitais novel atilla barbarians love story atillas struggle free shackles past customs emotional rollercoasterhis postmodern fiction would appreciated generations find agonized peoples rejections joining multicultural societies may criticize novel ordinary love story however makes worthy read peter hargitai anything closeminded current melting pot america world needs even beginning may sync rest book nice sense hungarian history despite technical errors overall jist novel enjoyable
"Being a corporate executive I belived I had to be one person in my personal life, and yet another in my work life. This book helped me to realize that was not true. ""Work and the Human Spirit"" is a powerful example of the strenght, excitement and dedication one can find if the bring all they are into the work place. It's a must read if you find yourself expereincing the same sturggle.",corporate executive belived one person personal life yet another work life book helped realize true work human spirit powerful example strenght excitement dedication one find bring work place must read find expereincing sturggle
"He wrote about 3 songs in the eighties that were alright, but he is just not good. I would not buy an entire album of his. There are much better artists out there that leave him in the dust.",wrote songs eighties alright good would buy entire album much better artists leave dust
"I enjoy everything prison related. Not sure why, but I have a total fascination with the world of incarceration. This book was one of many that I enjoyed. Written in a simple and easy to read format it is a book that you can read in a day or two and not miss a beat. It is a good account of what life is like on the inside, or rather, what I would imagine it is like. If you enjoy a read about life on the inside, you should pick this one up. Enjoy!",enjoy everything prison related sure total fascination world incarceration book one many enjoyed written simple easy read format book read day two miss beat good account life like inside rather would imagine like enjoy read life inside pick one enjoy
"This little book hits the spot for preteen & older readers. It's graphically colorful, with a variety of interesting photos & illustrations; it's written conversationally, yet with enough factual citations to validate the unbelievable, heroic stories; and, it introduces the reader to a cast of amazing female characters mainly unheard of in contemporary American culture.I bought it to send to my grandchildren, but was captivated into reading it myself. I learned a lot.",little book hits spot preteen older readers graphically colorful variety interesting photos illustrations written conversationally yet enough factual citations validate unbelievable heroic stories introduces reader cast amazing female characters mainly unheard contemporary american culturei bought send grandchildren captivated reading learned lot
"""Rain"" is a classic pre-censorship movie of the 30's. As usual with this type of film, one must do a fair amount of reading between the lines to get the full story. Joan Crawford gives a strong performance as Sadie Thompson, a trollop on the run from the law. Walter Huston as Alfred Davidson, a bible thumping, over the top preacher, is sufficiently scary. The rest of the cast puts in fine performances. The cinematography is also exceptionally elegant.The story is a bit watered down from it's Somerset Maugham original, and some extreme leaps of believability are needed on the part of the audience to accept the denouement. But the story is strong and powerful and surprisingly up-to-date considering it is almost 70 years old. It would seem the religious right has been throwing its muscle around longer than we think.I highly recommend ""Rain"", if for no other reason than to see Joan Crawford in the type of role that made her famous.",rain classic precensorship movie usual type film one must fair amount reading lines get full story joan crawford gives strong performance sadie thompson trollop run law walter huston alfred davidson bible thumping top preacher sufficiently scary rest cast puts fine performances cinematography also exceptionally elegantthe story bit watered somerset maugham original extreme leaps believability needed part audience accept denouement story strong powerful surprisingly uptodate considering almost years old would seem religious right throwing muscle around longer thinki highly recommend rain reason see joan crawford type role made famous
"Superb! That's the only word I find to qualify this excellent compilation. Once you buy it, stop listening to it becomes impossible. The day it arrived I listened to it three times in a row. I've known only ""I like Chopin"" from the 80's, I think no other music from Gazebo has been played on radio in Brazil during all these years. I simply got astonished because all the other musics from this cd are quite so good as ""I like Chopin"". And I finally could get a original version of this classic song, both single edit and the LP version. I only had the remix version from the 90's. I really loved ""Wrap the rock"", ""Gimmick"", ""For Anita"" and ""Telephone Mama"". Although the price of 29 dollars plus shipping and the 60% tax I paid to my country's customs it was completely worthy awhile. Thanks for Amazon and Gazebo for this really enjoyable cd !",superb thats word find qualify excellent compilation buy stop listening becomes impossible day arrived listened three times row ive known like chopin think music gazebo played radio brazil years simply got astonished musics cd quite good like chopin finally could get original version classic song single edit lp version remix version really loved wrap rock gimmick anita telephone mama although price dollars plus shipping tax paid countrys customs completely worthy awhile thanks amazon gazebo really enjoyable cd
"I am so glad there are other people who miss Nick Fox. I was really surprised when the author decided to kill him out of the series. He and Jess were the best couple and i really wished he would have stuck around. I haven't read this book, infact i stopped reading Sweet Valley University after Your Not Sister so i really have no idea who Sam or Neil are, but i was happy when I read the reviews of other people that said the author should bring back Nick Fox.",glad people miss nick fox really surprised author decided kill series jess best couple really wished would stuck around havent read book infact stopped reading sweet valley university sister really idea sam neil happy read reviews people said author bring back nick fox
"14th edition (January 1999) is now 5 years old, so this book is woefully out of date for anyone looking for streets added or changed in the last SIX years (assuming that when a book comes out, it already a year out of date). Hey ADC, how about a new edition!!",th edition january years old book woefully date anyone looking streets added changed last six years assuming book comes already year date hey adc new edition
"If your a FireFly fan buy it now. The shows are great, good sound, widescreen (Fox never showed'm that way) and lots of the plot arc of makes sense (since Fox showed them out of order so things were very strange). The only complaint is the quality of the DVD Menus and such. The graphics just have a cheap feel and the selection 'bug' disapears into the background from time to time. Not a fatal flaw, but glaring compared to the quality of the shows.The missing espisodes explain alot too - why Irna was leaving at the begining of 'Objects in Space' (my fav) and more of Mal and Zoe's history. Plus of course you get to see a real live alien (or is it.....)Enjoy",firefly fan buy shows great good sound widescreen fox never showedm way lots plot arc makes sense since fox showed order things strange complaint quality dvd menus graphics cheap feel selection bug disapears background time time fatal flaw glaring compared quality showsthe missing espisodes explain alot irna leaving begining objects space fav mal zoes history plus course get see real live alien itenjoy
"The Complete Book of Food Counts is essential to any successful healthy lifestyle. It is concise, clear and helpful in every way. I just had gastric bypass surgery and this book was recommended by my surgeon to help guide me nutritionally as I begin my new journey to eating right. This book will enable me to do that.",complete book food counts essential successful healthy lifestyle concise clear helpful every way gastric bypass surgery book recommended surgeon help guide nutritionally begin new journey eating right book enable
"I'm not just being snooty ... I really didn't like ""Plan B"". The story's transparent plot is an excuse for the main character to reminisce about how wuuunderful his college girlfriend was and boo-hoo about how she dumped him and he got married on the rebound. He should have saved it for his junior high school-style diary.",im snooty really didnt like plan b storys transparent plot excuse main character reminisce wuuunderful college girlfriend boohoo dumped got married rebound saved junior high schoolstyle diary
"this Christmas was extra special when the pogo stick was the first to arrive. My granddaughter, who knows a whole lot more about computers than I, just thought I was the greatest because I shopped on line. Thanks, amazon for making this a terrific help when time is of the essence.",christmas extra special pogo stick first arrive granddaughter knows whole lot computers thought greatest shopped line thanks amazon making terrific help time essence
"This is a terrible book. Yes, it provides you with a broad overview of the history of Christianity, but it is scattered and badly organized. It gives focus to what seem to be some random movements, events, and beliefs in the Christian history while neglecting others. It needs editing for consistency and to clarify run-on sentences and poorly illuminated points.",terrible book yes provides broad overview history christianity scattered badly organized gives focus seem random movements events beliefs christian history neglecting others needs editing consistency clarify runon sentences poorly illuminated points
"This ""heavy duty"" stapler is anything but. The tab holding in the staples is a light piece of plastic that breaks off after a year or two of use. How dumb can they be making a heavy duty metal staple dependent on a crappy little plastic tab",heavy duty stapler anything tab holding staples light piece plastic breaks year two use dumb making heavy duty metal staple dependent crappy little plastic tab
I just want to say that I love Ciara's first album Goodies. She sings about real situations and has a beautiful voice. Her music is real and really applies to teens today. I rep her to the fullest!,want say love ciaras first album goodies sings real situations beautiful voice music real really applies teens today rep fullest
"This story was a huge letdown! Although, I'll admit, this started out to be a page-turner. Which was fast-paced, gory, gruesome, and very intriguing. Just the way I like em, so I thought. But, it didn't seem to want to slowdown, it kept right on going and going, leaving the ending rushed and lacking drama. The story completely dies. No suspense, what so ever, not a typical Patterson novel. And, furthermore, to make things worse, in an effort to pick it back up, which, should've been another story altogether, we discover who's the Mastermind. And, that also is a disappointment.",story huge letdown although ill admit started pageturner fastpaced gory gruesome intriguing way like em thought didnt seem want slowdown kept right going going leaving ending rushed lacking drama story completely dies suspense ever typical patterson novel furthermore make things worse effort pick back shouldve another story altogether discover whos mastermind also disappointment
"Loved this story,could hardly put the book down. I would recommend this book to anyone wanting an interesting story.",loved storycould hardly put book would recommend book anyone wanting interesting story
the voice actors were all a great choice! The rest just don't put yourself through the pain of watching it just re-read the books :),voice actors great choice rest dont put pain watching reread books
"There is no doubt that the man formally known as Harry Houdini led an interesting life. Sprinkled throughout this book are reminders of such. And yet, the authors' compilation of all this facts contributes to this book's lack in interest. Events and stories are not told chronologically, which wouldn't normally be a problem if there were some sort of other ordering system in place. Instead, things appear to be thrown in haphazardly, making it hard to keep track of the many characters in Houdini's life. Relevance to time and situation are lost with this mish-mash of information. Also, while the authors' attempt to humanize a biography is nice, their interposed dialogue proves distracting and a bit unbelievable. I would rather they had stuck to the facts, and presented them in some sort of order.The book is enjoyable only insomuch as Houdini's life was fascinating. Too bad the complete effects of this interesting life are lost within the puzzle of pages.",doubt man formally known harry houdini led interesting life sprinkled throughout book reminders yet authors compilation facts contributes books lack interest events stories told chronologically wouldnt normally problem sort ordering system place instead things appear thrown haphazardly making hard keep track many characters houdinis life relevance time situation lost mishmash information also authors attempt humanize biography nice interposed dialogue proves distracting bit unbelievable would rather stuck facts presented sort orderthe book enjoyable insomuch houdinis life fascinating bad complete effects interesting life lost within puzzle pages
I bought this sylvania DVD/VCR recorder/player last year for my husband and lately all the DVD player does is scramble the DVD's,bought sylvania dvdvcr recorderplayer last year husband lately dvd player scramble dvds
At last a children's book that doesn't raise your blood sugar! Great illustrations and a memorable way to present the counting concept. I wish there were more books like this and the companion Mouse Paint.,last childrens book doesnt raise blood sugar great illustrations memorable way present counting concept wish books like companion mouse paint
"Some time ago, I had a really bad case of diarrhea. I thought that after I flushed the toilet, it would be gone forever. Little did I know that Sarah Palin and her handlers were siphoning from the sewage pipes of Los Angeles County and repackaging it into a 'documentary.'Leni Riefenstahl couldn't have made a film with more right-wing propaganda than this piece of garbage.",time ago really bad case diarrhea thought flushed toilet would gone forever little know sarah palin handlers siphoning sewage pipes los angeles county repackaging documentaryleni riefenstahl couldnt made film rightwing propaganda piece garbage
Danielle Steele writes another diversionary read with a fun happy ever after ending! I love this kind of book for a quick mental getaway. Read it in one sitting and think of it as the perfect style writing for women who just need a quick fun pick up. Entertaining and fun to read.,danielle steele writes another diversionary read fun happy ever ending love kind book quick mental getaway read one sitting think perfect style writing women need quick fun pick entertaining fun read
