review,normalized_review,sentiment,topics,summary
"Nice case for the Zune. Fairly bulky, however hard to avoid considering the size of the player. Good protection for another electronic device especially in the hands of my teenage daughter.",nice case zune fairly bulky however hard avoid considering size player good protection another electronic device especially hands teenage daughter,positive,"case zune, zune fairly, fairly bulky",Error: '<' not supported between instances of 'NoneType' and 'int'
"As the other reviews say, this book is fantastic! There are great ideas for holidays, but also neat suggestions for birthdays, school days (getting homework done), special rituals to start the day, for bedtime, mealtime, etc... Throughout the book there also are helpful websites and tons of insightful, creative ideas. It's unfortunate that Amazon doesn't sell it directly!",reviews say book fantastic great ideas holidays also neat suggestions birthdays school days getting homework done special rituals start day bedtime mealtime etc throughout book also helpful websites tons insightful creative ideas unfortunate amazon doesnt sell directly,positive,"ideas holidays, suggestions birthdays, creative ideas",Error: '<' not supported between instances of 'NoneType' and 'int'
"I am shocked there are not more books about the personal life of this interesting person in history. This book gives a very good picture of Philip II and the forces that shaped him and the religion that governed every aspect of his life, loves and holy causes. Because of his long reign, and dealings with all the important persons of the 16th century, his personal attitudes shaped so much by his childhood, influenced the political, social and religious tide of that time. The conquests of lands in the name of God, influences the geography and history of today",shocked books personal life interesting person history book gives good picture philip ii forces shaped religion governed every aspect life loves holy causes long reign dealings important persons th century personal attitudes shaped much childhood influenced political social religious tide time conquests lands name god influences geography history today,positive,"history book, books personal, person history",Error: '<' not supported between instances of 'NoneType' and 'int'
"I really like the concept of this machine. I use it sporadically, mostly to store grain, flour, etc. However, while it worked fine initially it progressively has had more and more trouble pulling enough of a vacuum to seal (the sealing part of the machine is only activated when the vacuum reaches a certain point). Now it is totally useless. The rubber seals look to be in good condition and I don't recall any trauma that occurred, such as liquid being sucked into the machine, etc. I don't think that I even used the machine to seal more than 50 bags before it stopped working. What a disappointment!",really like concept machine use sporadically mostly store grain flour etc however worked fine initially progressively trouble pulling enough vacuum seal sealing part machine activated vacuum reaches certain point totally useless rubber seals look good condition dont recall trauma occurred liquid sucked machine etc dont think even used machine seal bags stopped working disappointment,negative,"sealing machine, machine seal, vacuum seal",Error: '<' not supported between instances of 'NoneType' and 'int'
"This was trouble free for 2 years, now the Sound is cutting out of the Center Channel like so many have reported. Double checked all the wiring - subbed in a different center channel, it cuts out intermittantly still.Many have noted that they had to crank the volume or turn it off/on to fix. I have found that if you simply turn off the ""MCACC Auto Sound"" and switch it back on, the sound will come back.But then the Sound will cut out again later. Happens daily at this point.This will be my last Pioneer I purchase.Now I'm looking at the Onkyo TX-SR607 - it seems to get a lot of good press at an affordable price.PIONEER HAD A DESIGN FLAW with this product!!",trouble free years sound cutting center channel like many reported double checked wiring subbed different center channel cuts intermittantly stillmany noted crank volume turn offon fix found simply turn mcacc auto sound switch back sound come backbut sound cut later happens daily pointthis last pioneer purchasenow im looking onkyo txsr seems get lot good press affordable pricepioneer design flaw product,positive,"channel cuts, sound cut, sound switch",Error: '<' not supported between instances of 'NoneType' and 'int'
"We know that the media is left-wing ; everybody knows that, right? Not Eric Alterman and he'll tell you why the media is far more conservative than you think. While I think he overstates his case, this is an excellent, well-researched book.I don't think he'll change too many minds,as people who are convinced the media is liberal are not going to change their minds just by reading a book, even such a persuasive one as What Liberal Media.I would ask any readers of this book to read this with an open mind and perhaps you might come around to Alterman's point of view.",know media leftwing everybody knows right eric alterman hell tell media far conservative think think overstates case excellent wellresearched booki dont think hell change many mindsas people convinced media liberal going change minds reading book even persuasive one liberal mediai would ask readers book read open mind perhaps might come around altermans point view,positive,"media leftwing, media liberal, persuasive liberal",Error: '<' not supported between instances of 'NoneType' and 'int'
"I bought this as a gift for my sister. However, I myself have always enjoyed the short story genre for many years.",bought gift sister however always enjoyed short story genre many years,positive,"gift sister, story genre, sister enjoyed",Error: '<' not supported between instances of 'NoneType' and 'int'
"Possessed is the first book to examine the phenomenon of demon possession in Russia. Drawing upon a wide range of sources--religious, psychiatric, ethnographic, and literary--Worobec looks at klikushestvo over a broad span of time but focuses mainly on the nineteenth and early twentieth centuries, when all of Russian society felt the pressure of modernization.",possessed first book examine phenomenon demon possession russia drawing upon wide range sourcesreligious psychiatric ethnographic literaryworobec looks klikushestvo broad span time focuses mainly nineteenth early twentieth centuries russian society felt pressure modernization,negative,"possessed book, possessed, demon possession",Error: '<' not supported between instances of 'NoneType' and 'int'
"The third of the Local H cd's, this one was the best of the bunch. It would have been a larger selling cd if it was promoted by the company the way it should have been.This is the last Local H cd where Joe Daniels is on the drums. Joe left shortly after & a new guy came in who doesn't have Joe's talent.",third local h cds one best bunch would larger selling cd promoted company way beenthis last local h cd joe daniels drums joe left shortly new guy came doesnt joes talent,positive,"cd joe, drums joe, cd promoted",Error: '<' not supported between instances of 'NoneType' and 'int'
This album is outstanding. Zucchero is a true find in exciting popular music. I can't keep his albums for myself...everyone wants them.,album outstanding zucchero true find exciting popular music cant keep albums myselfeveryone wants,positive,"albums myselfeveryone, music albums, album outstanding",Error: '<' not supported between instances of 'NoneType' and 'int'
very well made product and nice looking. I gave it to a friend for a birthday gift - he liked it.,well made product nice looking gave friend birthday gift liked,positive,"gift liked, product nice, birthday gift",Error: '<' not supported between instances of 'NoneType' and 'int'
"Well, the sound is supose to be Dolby Digital 5.0 but is only kind of stereo: the rear speakers are not used almost at all.The IMAGE...what a HORROR...sometimes is like a bad TV broadcast with lines and bad pixels all over!! Sometimes is just OK.The content is amazing, one of the best concert I saw of Alvin Lee:) a must have for any fan!!I realy don't know how they could produce such a bad DVD, shame that this is the only Alvin Lee DVD available(beside the Woodstock DVD)!!",well sound supose dolby digital kind stereo rear speakers used almost allthe imagewhat horrorsometimes like bad tv broadcast lines bad pixels sometimes okthe content amazing one best concert saw alvin lee must fani realy dont know could produce bad dvd shame alvin lee dvd availablebeside woodstock dvd,positive,"speakers used, kind stereo, speakers",Error: '<' not supported between instances of 'NoneType' and 'int'
I gave this one star just because you can not give zero stars.the writing is stunted and changes tense on the fly. Sometimes you can not tell the author has changed who is speaking or thinking. I had too many times where I had to re-read several sentences to figure out who was saying what about whom. 85 pages in and it still had nothing to keep me reading. I gave up. Money in the toilet!,gave one star give zero starsthe writing stunted changes tense fly sometimes tell author changed speaking thinking many times reread several sentences figure saying pages still nothing keep reading gave money toilet,negative,"starsthe writing, gave star, reading gave",Error: '<' not supported between instances of 'NoneType' and 'int'
Better than a smelly pan sitting on the counter. With the liners it is easy to take to the backyard composter.,better smelly pan sitting counter liners easy take backyard composter,positive,"smelly pan, composter, backyard composter",Error: '<' not supported between instances of 'NoneType' and 'int'
"I was a little disappointed that the book did not elaborate a little more on the specific cases cited as examples. Most of the time it just indicates if a particular case either set a precedent or was a counter-example to a precendent, and then gives a footnote reference to legal documents. The book reads too much like a synopsis of a legal library. When statistics is discussed, it is an elementary exposition of basic concepts. What I wanted was lucid examples of how these basic concepts actually made a difference in legal cases. I did not get that from this book. This was the first book on statistics and law that I bought and read, so I don't know how to compare it to others. But I will select and try another to see if what I am looking for is out there.",little disappointed book elaborate little specific cases cited examples time indicates particular case either set precedent counterexample precendent gives footnote reference legal documents book reads much like synopsis legal library statistics discussed elementary exposition basic concepts wanted lucid examples basic concepts actually made difference legal cases get book first book statistics law bought read dont know compare others select try another see looking,positive,"cases cited, documents book, cases book",Error: '<' not supported between instances of 'NoneType' and 'int'
"I would give this book 5 starts, becausae it is written by such a well-known and eminient Islamic scholar. However, the price is such a deterrant, no-one but financial institutions will read it. This is a complaint against many Islamic authors - they rip you off with the extortionate prices of their books. What happend to the Quranic injunction to spread knowledge??",would give book starts becausae written wellknown eminient islamic scholar however price deterrant noone financial institutions read complaint many islamic authors rip extortionate prices books happend quranic injunction spread knowledge,negative,"prices books, islamic authors, islamic scholar",Error: '<' not supported between instances of 'NoneType' and 'int'
"I liked the book, although I was looking for a much more in depth treatment of the subject. The author consistently stresses that if you choose to be a con artist you will be caught and exhibits some frustration that con artists are not punished more severly than they are, since most con artist crimes are perceived as crimes the victims brought on themselves through their own greed and avarice.The title is somewhat misleading. Don't read this is you want to actually be a con artist as you won't learn too many tricks. There is a detailed explanation on how to short change someone, which I found interesting, but most other con artist tricks are given vague explanations.If you want to know about con artists read this as part of a more extensive study as it does not stand on its own as a resource.",liked book although looking much depth treatment subject author consistently stresses choose con artist caught exhibits frustration con artists punished severly since con artist crimes perceived crimes victims brought greed avaricethe title somewhat misleading dont read want actually con artist wont learn many tricks detailed explanation short change someone found interesting con artist tricks given vague explanationsif want know con artists read part extensive study stand resource,negative,"artist crimes, artists punished, frustration artists",Error: '<' not supported between instances of 'NoneType' and 'int'
"Sheila Peele-Miller wonderfully captures a young woman's growing pains. This is a true example of ""what looks good, is not always good for us."" I felt myself feeling bad for Alicia. She loved so hard, but Derek was damaged goods. Hopefully he learned something at the cost of losing most likely the best woman he ever had. I enjoyed reading ""Painted Picture.""B. RichardsonGAAL Book Club of Atlanta",sheila peelemiller wonderfully captures young womans growing pains true example looks good always good us felt feeling bad alicia loved hard derek damaged goods hopefully learned something cost losing likely best woman ever enjoyed reading painted pictureb richardsongaal book club atlanta,positive,"sheila peelemiller, growing pains, alicia loved",Error: '<' not supported between instances of 'NoneType' and 'int'
"THIS CD CHANGER IS GREAT I'VE HAD ONE IN MY CAR FOR 15 YEARS. BUT THE ONE I GOT THROUGH YOU GUYS WAS DEFECTIVE AND WHOLESALE AV DIDN'T HAVE ANOTHER ONE , SO I HAD TO BUY IT SOMEWHERE ELSE MY ACCOUNT SHOULD HAVE BEEN CREDITED ACCORDINGLY. THANK YOU KEITH STEINKE",cd changer great ive one car years one got guys defective wholesale av didnt another one buy somewhere else account credited accordingly thank keith steinke,positive,"cd changer, cd, changer great",Error: '<' not supported between instances of 'NoneType' and 'int'
"After about 10 charge cycles in the Olypus charger, it does not even hold a charge anymore. The capacity was never as much as the original Olympus battery and it continually got worse. It did not cost much but still was not worth the price. I definitely do not recommend this battery.",charge cycles olypus charger even hold charge anymore capacity never much original olympus battery continually got worse cost much still worth price definitely recommend battery,positive,"olympus battery, olypus charger, original olympus",Error: '<' not supported between instances of 'NoneType' and 'int'
"This book contains two memorable stories. The first deals with being a Member of the Body of Christ even when you don't care for the other person sharing your pew. And there is a memorable answer to the question,"" What can one do if one finds it impossible to affirm certain tenets of the Creed?""",book contains two memorable stories first deals member body christ even dont care person sharing pew memorable answer question one one finds impossible affirm certain tenets creed,negative,"tenets creed, creed, memorable stories",Error: '<' not supported between instances of 'NoneType' and 'int'
"My two terrier mixes (20 and 30 lbs., respectively) absolutely adore their new Ruffians Octopus. The smaller dog has a little trouble gripping this size, but the larger especially loves tossing and squeaking her new favorite possession (sometimes to noisy excess). Best of all, neither dog's aggressive chewing appears to have made a dent in more than two weeks.Highly recommended. Great fetch item.",two terrier mixes lbs respectively absolutely adore new ruffians octopus smaller dog little trouble gripping size larger especially loves tossing squeaking new favorite possession sometimes noisy excess best neither dogs aggressive chewing appears made dent two weekshighly recommended great fetch item,positive,"terrier mixes, terrier, smaller dog",Error: '<' not supported between instances of 'NoneType' and 'int'
This is not a 5 star film. And I have to agree with Acute Observer in finding this not realistic or believable in many aspects. As flawed as our government is I highly doubt that the FBI would allow a club that hunts young black men to continue on while they look for more evidence. And I found it impossible to believe that Debra Winger's character could continue to love Berenger after discovering that he was a racist murderer. This film is a guilty pleasure- albeit a wierd one. It plays more like a tv movie than a brilliant feature film. It is extremely dated and is written for a junior high or high school level of intellect.,star film agree acute observer finding realistic believable many aspects flawed government highly doubt fbi would allow club hunts young black men continue look evidence found impossible believe debra wingers character could continue love berenger discovering racist murderer film guilty pleasure albeit wierd one plays like tv movie brilliant feature film extremely dated written junior high high school level intellect,positive,"film agree, film guilty, tv movie",Error: '<' not supported between instances of 'NoneType' and 'int'
This dvd would not play. Thought was going to be new but was just a burnt dvd in a case with a printed picture,dvd would play thought going new burnt dvd case printed picture,positive,"burnt dvd, dvd case, dvd play",Error: '<' not supported between instances of 'NoneType' and 'int'
Very entertaining. Spent a lot of nights plagued with insomnia watching Glee. Wish season 4 was available. Great music and show numbers.,entertaining spent lot nights plagued insomnia watching glee wish season available great music show numbers,positive,"watching glee, glee, glee wish",Error: '<' not supported between instances of 'NoneType' and 'int'
"I'd never read Sandra Brown, and, based on ""The Switch,"" won't look to read more.A potentially interesting plot was ruined by ludicrous dialogue, unbelievable characters, and extremely unlikely plot twists (even allowing for the initial premise). And anyone who was surprised by the ending ought to be ashamed.No, wait. That's not true. Readers who thought early on that they had spotted the ending were encouraged to think otherwise by the fact that in several places Brown refers specifically to Melina out of the context of a conversation. E.g. on page 344 a new chapter section begins: Melina repeated to Chief the half of the conversation that he hadn't overheard. Well, it wasn't Melina, we find at the end, so Brown effectively set up a climax, as it were, that made no sense.Too bad. Identical twins can make for interesting reading, but they don't make the grade here.",id never read sandra brown based switch wont look read morea potentially interesting plot ruined ludicrous dialogue unbelievable characters extremely unlikely plot twists even allowing initial premise anyone surprised ending ought ashamedno wait thats true readers thought early spotted ending encouraged think otherwise fact several places brown refers specifically melina context conversation eg page new chapter section begins melina repeated chief half conversation hadnt overheard well wasnt melina find end brown effectively set climax made sensetoo bad identical twins make interesting reading dont make grade,positive,"read sandra, readers thought, sandra brown",Error: '<' not supported between instances of 'NoneType' and 'int'
"I have only written reviews for books I have genuinely liked. This is the first time I have written a ""Don't buy this book"" warning. Buy it used or get it from the library if you must read it. But it is a plotless waste of time and I am more sorry about that than I can say.",written reviews books genuinely liked first time written dont buy book warning buy used get library must read plotless waste time sorry say,positive,"reviews books, written reviews, book warning",Error: '<' not supported between instances of 'NoneType' and 'int'
"I saw this product in a pet store and decided to go online to read the online reviews of the product before I actually bought it. All the reviews were surprisingly positive so I figured I'd try it - why not? At least, I could listen to it and relax even if the animals didn't. Well! My two dogs (a shep mix and an akita mix) and the two cats were actually listening and then they went to sleep! It really did calm them down!",saw product pet store decided go online read online reviews product actually bought reviews surprisingly positive figured id try least could listen relax even animals didnt well two dogs shep mix akita mix two cats actually listening went sleep really calm,positive,"relax animals, mix cats, listen relax",Error: '<' not supported between instances of 'NoneType' and 'int'
This product is cheap. It looks cheap and I am sure it is not very durable. I should have spent a little more to get better quality but thought I was getting a good deal. The only use I may get out of these is to save them for a camping trip or inclement weather. Maybe they can protect the new mats I will be ordering.,product cheap looks cheap sure durable spent little get better quality thought getting good deal use may get save camping trip inclement weather maybe protect new mats ordering,positive,"new mats, mats, mats ordering",Error: '<' not supported between instances of 'NoneType' and 'int'
"I found the first Babe movie adorable, whereas Babe: Pig in the City somewhat lacking. The dog/street scene was enough for me to want to stop watching the movie. Expecting to be entertained by a ""feel good"" movie, I was grossly disappointed. I would not recommend this movie for any age.",found first babe movie adorable whereas babe pig city somewhat lacking dogstreet scene enough want stop watching movie expecting entertained feel good movie grossly disappointed would recommend movie age,positive,"babe movie, movie age, movie adorable",Error: '<' not supported between instances of 'NoneType' and 'int'
"from puerto rican school girl to wannabe hoochie mama wishing she was ghetto to kissing madonna at the vma's what will christina do next i wonder but put out more crappy cd's with lil kim, timbaland or whoever just to get street credibility.",puerto rican school girl wannabe hoochie mama wishing ghetto kissing madonna vmas christina next wonder put crappy cds lil kim timbaland whoever get street credibility,positive,"cds lil, wishing ghetto, christina wonder",Error: '<' not supported between instances of 'NoneType' and 'int'
"I was very eager to buy this CD. I have the CD Elixir and I love it. I saw and heard fourplay in Atlanta and they were awesome. However, this CD has too much computerized music. Too many sythensized voices. Very predictable. In my estimation, a bunch of tracks to play on smooth jazz radio stations or in an elevator as mindless filler. I didn't care for this one at all.",eager buy cd cd elixir love saw heard fourplay atlanta awesome however cd much computerized music many sythensized voices predictable estimation bunch tracks play smooth jazz radio stations elevator mindless filler didnt care one,positive,"buy cd, cd, computerized music",Error: '<' not supported between instances of 'NoneType' and 'int'
"I purchased this item as a Christmas gift. It lasted less than one day before it began to leak air. The net and stand part lasted longer before it began to lose air---almost three days! It is really too bad because if the quality were better, this would be a wonderful, fun item.",purchased item christmas gift lasted less one day began leak air net stand part lasted longer began lose airalmost three days really bad quality better would wonderful fun item,positive,"leak air, leak, began leak",Error: '<' not supported between instances of 'NoneType' and 'int'
"It's an enormous improvement from the second edition, which I also own a copy of. The book covers everything you need to know to pass state and national board examinations and become a licensed dispensing optician. My only complaints are that its contents are ordered somewhat counterintuitively, and that it's a very large, heavy volume (I have enough to tote around with my tools!)",enormous improvement second edition also copy book covers everything need know pass state national board examinations become licensed dispensing optician complaints contents ordered somewhat counterintuitively large heavy volume enough tote around tools,positive,"optician complaints, dispensing optician, optician",Error: '<' not supported between instances of 'NoneType' and 'int'
"Rev. Moon, the guy the republicans don't want you to know about is the man ""With The Plan"" according to Poppy Bush- maybe his divine guidance helped shape Dumbya's economic miracle. Afterall, Moon says he's the REAL messiah! What else could explain the oceans of lies spun out by the winger think tanks and reported as gospel truth if divine intervention isn't involved? Find out more- google ""Moon Primer"".",rev moon guy republicans dont want know man plan according poppy bush maybe divine guidance helped shape dumbyas economic miracle afterall moon says hes real messiah else could explain oceans lies spun winger think tanks reported gospel truth divine intervention isnt involved find google moon primer,positive,"moon guy, rev moon, moon says",Error: '<' not supported between instances of 'NoneType' and 'int'
"A good way to describe this book might be to say that it is what /Reminiscence of a Stock Operator/ would have been like had Philip Roth written it.Many times while I was reading this, I had to look at the back cover and reread Ace Greenberg's quote: ""Buzzy Schwartz is a winner....All else is nonsense."" Because this book is so full of insipid nonsense, you might forget Schwartz is, in fact, a winner.I suggest checking it out at the library and reading only the last two chapters, which actually have something in them that could be called ""lessons"". (Please note the title of this book.) Forget the rest, it's nonsense. Like many other reviewers here have said, there is no system on a silver platter. Take what you can find and do your own research.Whatever you decide, realize that no great trader would ever ""need"" this book, certainly not for its ""psychological insights"". Buzzy wouldn't have, at least.",good way describe book might say reminiscence stock operator would like philip roth written itmany times reading look back cover reread ace greenbergs quote buzzy schwartz winnerall else nonsense book full insipid nonsense might forget schwartz fact winneri suggest checking library reading last two chapters actually something could called lessons please note title book forget rest nonsense like many reviewers said system silver platter take find researchwhatever decide realize great trader would ever need book certainly psychological insights buzzy wouldnt least,positive,"need book, title book, book forget",Error: '<' not supported between instances of 'NoneType' and 'int'
"Theres nothing worse than computer graphics, not to mention trying to make a make a sequal or re- make call it what you will. sometimes things are better left alone! an absolute insult to the 80s classic American Werewolf in London. Those of you who grew up when I did know what Im talking about. AS far as Im concerned there were very few classic horror movies made from the 90s up to present time.. now everything is done with computers,Even our horror movies are now subject to this lazy key punching generation LONG LIVE RAY HARRYHAUSSEN!!!!!!!",theres nothing worse computer graphics mention trying make make sequal make call sometimes things better left alone absolute insult classic american werewolf london grew know im talking far im concerned classic horror movies made present time everything done computerseven horror movies subject lazy key punching generation long live ray harryhaussen,negative,"worse computer, horror movies, computer graphics",Error: '<' not supported between instances of 'NoneType' and 'int'
"Hampton Sides' telling of the rescue of 500 POWS, survivors of the infamous Bataan Death March, by U.S. Army Rangers in the Philippines during the waning days of World War II is an outstanding job of reportage. Sides tells the story from the eyes of the rescued and their rescuers, building suspense that wasn't always present in the The Great Raid, the film adaptation of his story. As a working journalist for more than 30 years, I know I good story when I read one, and this one falls into that category.",hampton sides telling rescue pows survivors infamous bataan death march us army rangers philippines waning days world war ii outstanding job reportage sides tells story eyes rescued rescuers building suspense wasnt always present great raid film adaptation story working journalist years know good story read one one falls category,positive,"rescue pows, pows survivors, survivors infamous",Error: '<' not supported between instances of 'NoneType' and 'int'
"Skynyrd had a great point. As an undergrad, I have never seen such unethical use of graphing in my life. I would not recommend this book. There was plenty of info, but ethics are ethics. This book violated those ethics and shame on the publisher for printing that.",skynyrd great point undergrad never seen unethical use graphing life would recommend book plenty info ethics ethics book violated ethics shame publisher printing,positive,"ethics book, unethical use, info ethics",Error: '<' not supported between instances of 'NoneType' and 'int'
"All the reviews here are dead on. This is NOT something I'd recommend at all. Yes, it work on a very basic level without syncing to Quickbooks. But it crashes all the time and it has tons of quirks. Buy something else.",reviews dead something id recommend yes work basic level without syncing quickbooks crashes time tons quirks buy something else,neutral,"syncing quickbooks, quickbooks crashes, quickbooks",Error: '<' not supported between instances of 'NoneType' and 'int'
"Recently I cancelled my cable connection after seeing that I could save $35 a month by just buying this book and using it instead. What I got was really disappointing, it doesn't even have Facebook inside it. My kids are now restless at night because they can't see their friends' pictures and updates. My wife isn't too happy either, this book hardly mentions anything about celebrities. This is really misleading and I am contacting the publisher. If you are looking for the whole Internet ON PAPER then look elsewhere, don't buy this!",recently cancelled cable connection seeing could save month buying book using instead got really disappointing doesnt even facebook inside kids restless night cant see friends pictures updates wife isnt happy either book hardly mentions anything celebrities really misleading contacting publisher looking whole internet paper look elsewhere dont buy,negative,"cancelled cable, buying book, publisher",Error: '<' not supported between instances of 'NoneType' and 'int'
"I recently purchased this dvd. I was thinking about going to either Mallorca or the Canary Islands next year. This dvd was informative but it is very outdated. It says 2000, but the film was done back in the 1980's. The sound quality is not very good and it looks like they transferred the film from a vhs tape. I kept the dvd just because there is some good information, and it does cover the different Canary Islands.",recently purchased dvd thinking going either mallorca canary islands next year dvd informative outdated says film done back sound quality good looks like transferred film vhs tape kept dvd good information cover different canary islands,positive,"dvd informative, film vhs, dvd thinking",Error: '<' not supported between instances of 'NoneType' and 'int'
"I have never read such derivative, kitchy, self-serving, cash-cow milking drivel in my entire life. This author needs to start his quest for immortality by seeking to grow up.A representative quote:""My childhood friends have all grown old, fat, and ugly.I now look more like their son than their classmate or peer. I am still getting carded by bouncers at bars and clubs. I will outlive my enemies - and marry their children.""",never read derivative kitchy selfserving cashcow milking drivel entire life author needs start quest immortality seeking grow upa representative quotemy childhood friends grown old fat uglyi look like son classmate peer still getting carded bouncers bars clubs outlive enemies marry children,positive,"quotemy childhood, life author, immortality seeking",Error: '<' not supported between instances of 'NoneType' and 'int'
I want this on DVD when it is released on DVD in anamorphic widescreen I will give it a better review.,want dvd released dvd anamorphic widescreen give better review,positive,"dvd anamorphic, dvd released, widescreen better",Error: '<' not supported between instances of 'NoneType' and 'int'
Did not receive hard copy. I would like to receive this book if paid for it. I receive an electronic version.,receive hard copy would like receive book paid receive electronic version,positive,"receive book, book paid, receive electronic",Error: '<' not supported between instances of 'NoneType' and 'int'
"I ordered this as a replacement for my Airport Extreme power cable. It is not an Apple product and is the wrong size for the Aiport Extreme. Therefore, it was of no use to me. It is very frustrating to have the product listed as being for an Airport Extreme when it is no such thing. Will not buy again from this seller.",ordered replacement airport extreme power cable apple product wrong size aiport extreme therefore use frustrating product listed airport extreme thing buy seller,negative,"cable apple, replacement airport, airport extreme",Error: '<' not supported between instances of 'NoneType' and 'int'
"Good product and good customer service, however the mounting screws are wrapped in a small plastic pouch and stuffed inside of the small hollow space. This space has unfinished sharp edges inside and I recieved a 1 inch cut across my finger when I remove this hardware.Valley Forge 2 Postion White Powder Coated Aluminum Bracket",good product good customer service however mounting screws wrapped small plastic pouch stuffed inside small hollow space space unfinished sharp edges inside recieved inch cut across finger remove hardwarevalley forge postion white powder coated aluminum bracket,positive,"aluminum bracket, mounting, mounting screws",Error: '<' not supported between instances of 'NoneType' and 'int'
"The Kindle device is truly amazing. I bought four of them; one for myself and three as Christmas gifts.I have two suggestions for future redesigns:1. Relocate the On-Off and the Antenna switches from the back of the device to the top leading edge. This makes it unnecessary to remove the device from its cover.2. To the right and left of the ""amazonkindle"" logo, add raised areas for thumbs to ""dig in"", making it easier to hold the device (especially when in bed, about to drift off into ""la-la land""!).",kindle device truly amazing bought four one three christmas giftsi two suggestions future redesigns relocate onoff antenna switches back device top leading edge makes unnecessary remove device cover right left amazonkindle logo add raised areas thumbs dig making easier hold device especially bed drift lala land,positive,"kindle device, kindle, device cover",Error: '<' not supported between instances of 'NoneType' and 'int'
"Fantastic Shredder. I've had others that granted, were cheaper, and they were total JUNK. This one is flawless. You don't have to position the paper just so in the slot, like with my last junky shredder. It's a little bigger, size-wise, than others, but worth it for how it easily chews up a whole envelope full of junk mail.",fantastic shredder ive others granted cheaper total junk one flawless dont position paper slot like last junky shredder little bigger sizewise others worth easily chews whole envelope full junk mail,positive,"junky shredder, shredder, fantastic shredder",Error: '<' not supported between instances of 'NoneType' and 'int'
"This show is colorful and easy to follow for small children. The lessons are simple and an example of good values which is rare these days on television with all of the mindless, worthless cartoons out there. My son loves it and laughs with the characters, I feel good because he is also getting a good lesson! I have recommended this to all of my friends with young children.",show colorful easy follow small children lessons simple example good values rare days television mindless worthless cartoons son loves laughs characters feel good also getting good lesson recommended friends young children,positive,"children lessons, young children, cartoons son",Error: '<' not supported between instances of 'NoneType' and 'int'
"My kids LOVE these spoons. One did break when an enthusiastic ice-cream fan used it to try and scoop out some hard ice cream from the freezer, but they are great (and very cute!) to eat your ice cream with.",kids love spoons one break enthusiastic icecream fan used try scoop hard ice cream freezer great cute eat ice cream,positive,"ice cream, cream freezer, love spoons",Error: '<' not supported between instances of 'NoneType' and 'int'
"Domingo, bless him, just doesn't make Wagner for me. Too light, I think. AndNorman's matronly voice doesn't fit Kundry imo. if you like these singers, it's a gorgeous recording.",domingo bless doesnt make wagner light think andnormans matronly voice doesnt fit kundry imo like singers gorgeous recording,positive,"fit kundry, kundry imo, make wagner",Error: '<' not supported between instances of 'NoneType' and 'int'
"I am currently on the medifast diet and have had trouble with constipation. This has helped tremendously. I even have my Husband on the tea to help with the liver claims. Taste is not bad, not good just bland. Try a small box and then you'll buy the larger size like I did!",currently medifast diet trouble constipation helped tremendously even husband tea help liver claims taste bad good bland try small box youll buy larger size like,positive,"constipation helped, trouble constipation, help liver",Error: '<' not supported between instances of 'NoneType' and 'int'
"IT LAST me like 1month of use, it sucks.. really really sucks.. i mean she felt apart she broked down in a hundred pieces.. IT SUCKS DONT BUY IT.. NOT RECOMENDED AT ALL",last like month use sucks really really sucks mean felt apart broked hundred pieces sucks dont buy recomended,negative,"pieces sucks, use sucks, broked pieces",Error: '<' not supported between instances of 'NoneType' and 'int'
"Enigma: The Best of Jeff Hardy is a real Good DVD. I own the Jeff Hardy and the AJ Styles DVD. AJ's DVD is a lot better, the Enigma: The Best of Jeff Hardy was a lot more better then I expect it would be. Hardy only been in TNA for one year and I know TNA is trying to make money so they rush this DVD out. But the matches are good, dam the cage match is awesome and his match with AJ Styles is great even if I think they can have an even better one. The DVD is good and I would love to own a lot more TNA Wrestling DVD's, but there all selling out in a lot of stores so my advice to you is to get it when you can. Amazon.com I'm sure has a good stock on them. Enigma could have been better in a longer run but it's still a fun Wrestling DVD.",enigma best jeff hardy real good dvd jeff hardy aj styles dvd ajs dvd lot better enigma best jeff hardy lot better expect would hardy tna one year know tna trying make money rush dvd matches good dam cage match awesome match aj styles great even think even better one dvd good would love lot tna wrestling dvds selling lot stores advice get amazoncom im sure good stock enigma could better longer run still fun wrestling dvd,positive,"wrestling dvds, wrestling dvd, dvd ajs",Error: '<' not supported between instances of 'NoneType' and 'int'
"I have read all the bad reviews for this game. It is boring when you use the controller but if you have the dance pad it's a blast. I have five kids 9-1yrs. and they all love to watch someone do this game on the dance pad as well as do it. This is a dance pad game. The dance pad plugs in like a controller and has all the same buttons as the controller. This is fun to jump around trying to keep up. Try the dance pad if you still have the game, it's worth it. They have other dance games as well like jungle book. Hope this helps",read bad reviews game boring use controller dance pad blast five kids yrs love watch someone game dance pad well dance pad game dance pad plugs like controller buttons controller fun jump around trying keep try dance pad still game worth dance games well like jungle book hope helps,positive,"controller fun, dance games, pad game",Error: '<' not supported between instances of 'NoneType' and 'int'
"I'm sorry, but everytime i hear Creed, I have to shudder. No, I'm not a harcore punk, and I don't listen to oldies all day. But Creed is the most unoriginal band I have ever heard. Find some music with actual emotion.",im sorry everytime hear creed shudder im harcore punk dont listen oldies day creed unoriginal band ever heard find music actual emotion,negative,"creed shudder, hear creed, creed",Error: '<' not supported between instances of 'NoneType' and 'int'
